Vrus taxid	Virus name	Virus refseq 	Host tax id	pmid	Evidence
489779	Enterobacteria phage Min27	NC_010237.1	1444123	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444123	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444153	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444153	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444153	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444153	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444153	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444153	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444153	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444153	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444181	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444181	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444181	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444181	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444181	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444181	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444181	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444181	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444206	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444206	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444206	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444206	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444234	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444234	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444234	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444234	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444234	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444234	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444234	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444234	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444264	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444264	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444264	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444264	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444264	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444264	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444264	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444264	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444042	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1444042	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444042	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1444042	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444042	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	1444042	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444042	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	1444042	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444071	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444071	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444071	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444071	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444071	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444071	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444071	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444071	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444207	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444207	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444207	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444207	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444207	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444207	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444207	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444207	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444235	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444235	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444235	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444235	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444235	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444235	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444235	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444235	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444265	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444265	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444265	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444265	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444265	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444265	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444265	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444265	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444183	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444183	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444183	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444183	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444183	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444208	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444208	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444208	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444208	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444208	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444208	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444208	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444208	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444236	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444236	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444236	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444236	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444236	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444236	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444236	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444236	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444266	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1444266	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444266	27533034	tRNAs
1127357	Salmonella phage SPN9CC	NC_017985.1	1444266	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1444266	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444266	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	1444266	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444266	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444266	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444266	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444266	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	1444266	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444266	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444044	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444044	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444044	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444044	27533034	tRNAs
1168549	Salmonella phage vB_SosS_Oslo	NC_018279.1	1444044	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	1444044	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444044	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444044	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444044	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444044	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1444073	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444073	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444073	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444073	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444073	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444073	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	1444073	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444073	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444100	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1444100	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1444100	27533034	tRNAs
1168549	Salmonella phage vB_SosS_Oslo	NC_018279.1	1444100	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	1444100	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444100	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444100	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444100	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444126	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444126	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1444126	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444126	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444126	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444126	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444126	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	1444126	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444155	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444155	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444155	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444155	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444155	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444155	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444155	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444155	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444184	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444184	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444184	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444184	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444184	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444184	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444184	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444184	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444209	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444209	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444209	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444209	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444209	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444209	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444209	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444209	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444237	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444237	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444237	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444237	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444237	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444237	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444237	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444237	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444267	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444267	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444267	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444267	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444267	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444267	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444267	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444267	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444127	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444127	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444127	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444127	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444127	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444127	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444127	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444127	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444156	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444156	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444156	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444156	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444156	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444156	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444156	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444156	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444210	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444210	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444210	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444210	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444210	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444210	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444210	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444210	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444238	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444238	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444238	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444238	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444238	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444238	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444238	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444238	27533034	tRNAs
10678	Escherichia virus P1	NC_005856.1	1444268	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1444268	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1444268	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1444268	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1444268	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1444268	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1444268	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1444268	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444268	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116129	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116129	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116129	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116129	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116129	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116129	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116129	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116129	27533034	tRNAs
10678	Escherichia virus P1	NC_005856.1	670897	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	670897	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	670897	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	670897	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	670897	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	670897	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	670897	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	670897	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	670897	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	754079	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	754079	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	754079	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	754079	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	754079	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	754079	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	754079	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	754079	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116119	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116119	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116119	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116119	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116119	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116119	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116119	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116119	27533034	tRNAs
103807	Enterobacteria phage phiP27	NC_003356.1	1116120	27533034	tRNAs
10678	Escherichia virus P1	NC_005856.1	1116120	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116120	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116120	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116120	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116120	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116120	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116120	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116122	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116122	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116122	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116122	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116122	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116122	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116122	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116122	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116123	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116123	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116123	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116123	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116123	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116123	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116123	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116123	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116004	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116004	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116004	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116004	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116004	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116004	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116004	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116004	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116006	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116006	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116006	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116006	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116006	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116006	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116006	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116006	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116007	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116007	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116007	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116007	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116007	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116007	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116007	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116007	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1125635	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1125635	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1125635	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1125635	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1125635	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1125635	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1125635	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1125635	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116008	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116008	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116008	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116008	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116008	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116008	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116008	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116008	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116009	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116009	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116009	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116009	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116009	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116009	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116009	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116009	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116010	27533034	tRNAs
10761	Shigella phage Sf6	NC_005344.1	1116010	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116010	27533034	tRNAs
1127357	Salmonella phage SPN9CC	NC_017985.1	1116010	27533034	tRNAs
173443	Salmonella phage ST64T	NC_004348.1	1116010	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116010	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116010	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116010	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116011	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116011	27533034	tRNAs
1147145	Enterobacteria phage HK446	NC_019714.1	1116011	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116011	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116011	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116011	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116011	27533034	tRNAs
714583	Salmonella phage ST160	NC_014900.1	1116011	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116012	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116012	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116012	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116012	27533034	tRNAs
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116012	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116012	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116012	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116012	27533034	tRNAs
10730	Enterobacteria phage 933W	NC_000924.1	1116013	27533034	tRNAs
1124655	Escherichia phage TL-2011c	NC_019442.1	1116013	27533034	tRNAs
1150869	Escherichia phage P13374	NC_018846.1	1116013	27533034	tRNAs
180816	Stx2 converting phage I	NC_003525.1	1116013	27533034	tRNAs
194949	Escherichia phage Stx2 II	NC_004914.2	1116013	27533034	tRNAs
379329	Stx2-converting phage 86	NC_008464.1	1116013	27533034	tRNAs
489779	Enterobacteria phage Min27	NC_010237.1	1116013	27533034	tRNAs
